"AnswerId","CommentId","Comment Author","Comment Date","Comment Index","Comment","EditGroups","EditGroups - Same Commenter/Editor","EditGroups - Different Commenter/Editor","EditGroups - with Cardinality","EditGroups - with improved regex","Edit Index – Author 1","Reason","Useful standalone?","Edit Index – Author 2","Reason","Useful standalone?","Relation Conflict","EditIds","Pair found?","Useful conflict","Useful"
49516025,86088778,"Sean Van Gorder","Mar 28 '18 at 17:29:59",19,"@NickBull No, control characters like tab and newline are in the category ""Cc - Other, Control"". There's no single category for whitespace.",,,,,,,,,12,,"No","Yes",12,"Yes","Yes","No"
49516025,86089223,"Sean Van Gorder","Mar 28 '18 at 17:43:55",20,"@NickBull One more addition, `\\p{Cs}` ""Other, Surrogate"" seems to be necessary for code points above `U+FFFF`. That would make it `""[^\\p{L}\\p{M}\\p{N}\\p{P}\\p{Z}\\p{Cf}\\p{Cs}\\s]""`.","[(12, ['U+FFFF', '""[^\\\\p{L}\\\\p{M}\\\\p{N}\\\\p{P}\\\\p{Z}\\\\p{Cf}\\\\p{Cs}\\\\s]""', '\\\\p{Cs}'])]",,,,,12,"Comment mentions a missing regex pattern that is then added in the edit","Yes",12,,"Yes w/ editing","No",12,"Yes","No","Yes w/ editing"
49516025,86089397,"Nick Bull","Mar 28 '18 at 17:48:54",21,"@SeanVanGorder great stuff, added.",,,,,,,,,,,,"No",,"No","N/A",
49516025,95713780,"Mike Sickler","Jan 31 '19 at 03:09:14",22,"To preserve all the punctuation and currency symbols, too, I use: `""[^\\p{L}\\p{M}\\p{N}\\p{P}\\p{Z}\\p{Cf}\\p{Cs}\\p{Sc}\\p{Punct}\\s]""`",,,,,,,,,,,,"No",,"No","N/A",
49516025,95721523,"Nick Bull","Jan 31 '19 at 08:57:53",23,"@MikeSickler Is there a difference between `p{P}` and `p{Punct}`? I couldn't find any good explanations on Google (but I didn't try very hard either :p)",,,,,,,,,,,,"No",,"No","N/A",
50130390,87291735,"Holger","May 02 '18 at 14:13:41",1,"`distinct()` still buffers the entire contents. But it doesn’t need to hold back the encountered values but can pass them directly to the consumer if not encountered before. That’s why you see values printed, but eventually, it will either, fail due to limited storage or enter an infinite loop without visible effect, once every value has been encountered. In the current implementation, it will always be the former, as 2³² `int` values do not fit into a conventional collection. But `IntStream.generate(() -> r.nextInt(1000000000)) .distinct() .forEach(System.out::println);` will hang eventually…","[(2, ['generate(()', 'r.nextInt(1000000000))', 'nextInt', '.distinct()', 'forEach', 'nextInt(1000000000))', '.forEach(System.out::println)', 'IntStream.generate(() -> r.nextInt(1000000000)) .distinct() .forEach(System.out::println);', 'IntStream.generate(()', 'IntStream.generate', 'System.out', 'forEach(System.out::println)', 'distinct()', 'int', 'r.nextInt', 'IntStream'])]",,,"[(3, ['forEach', '.distinct()', 'forEach(System.out::println)', 'IntStream', 'distinct()', 'System.out', 'generate(()', 'nextInt', 'IntStream.generate'])]","[(3, ['IntStream', 'distinct()', 'forEach', 'nextInt'])]",3,"Comment talks about some issue with the answer. The edit was made not to fix the issue but to just include the problem as part of the answer","Yes",2,,"Yes","Yes",2,"Yes","No","No"
50130390,87317646,"Eugene","May 03 '18 at 08:06:11",2,"@Holger yes, very bad wording on my part about `distinct`. It can also be much easier with `() -> new Random().nextInt(2)`, it would still hang","[(3, ['() -> new Random().nextInt(2)', 'distinct', 'nextInt', 'nextInt(2)', 'Random()', 'Random().nextInt(2)'])]","[(3, {'nextInt(2)'})]",,,,,,,,,,"No",,"No","N/A",
50130390,87317792,"Holger","May 03 '18 at 08:10:27",3,"Of course, the smaller the value set, the sooner it will hang without doing something useful. I just wanted to emphasize the difference between less than 2³¹ values (like my `1000000000` example) and more than 2³¹ values, as that’s the implementation specific limitation, as `distinct()` uses a backend collection which can not store more than 2³¹ values.",,,,,,,,,3,,"No","Yes",,"No","N/A",
52347606,91640594,"Nicholas K","Sep 15 '18 at 18:22:20",1,"The question doesn't mention the user entering *EXIT*. Also, System.exit(0) will terminate the whole JVM, which means that all processing done by the code till that statement will be lost.","[(2, ['System.exit(0)', 'exit(0)', 'System.exit'])]","[(3, {'exit(0)', 'System.exit'})]","[(3, {'exit(0)', 'System.exit'})]","[(3, ['System.exit', 'exit(0)'])]","[(3, ['System.exit(0)', 'exit(0)'])]",3,"Comment mentions incorrect behaviour in the solution and an edit was made to fix it","No",3,,"Yes w/ editing","No",3,"Yes","Yes","Yes w/ editing"
52347606,91640680,"Parth","Sep 15 '18 at 18:28:08",2,"Did you mean break? Because as said by @NicholasK System.exit(0); terminates whole of JVM","[(3, ['System.exit(0)', 'exit(0)', 'System.exit'])]","[(3, {'exit(0)', 'System.exit'})]","[(3, {'exit(0)', 'System.exit'})]","[(3, ['System.exit', 'exit(0)'])]","[(3, ['System.exit(0)', 'exit(0)'])]",3,"This comment mentions an alternative method to use that is added in the edit","Yes",3,,"Yes w/ editing","No",3,"Yes","No","Yes w/ editing"
52347606,91640815,"Chalukya","Sep 15 '18 at 18:37:35",3,"Yes break would help based on input condition (number of inputs = 20). I agree with @NicholasK.","[(3, ['inputs = 20'])]",,,,,,,,,,,"No",,"No","N/A",
52347606,91641363,"Raj","Sep 15 '18 at 19:09:51",4,"Rightly said by @NicholasK. In my question there is nowhere mention to use ""EXIT"" to terminate the input.",,,,,,,,,,,,"No",,"No","N/A",
53559269,93995057,"tupac shakur","Nov 30 '18 at 20:40:43",1,"yeah I did not understand how to locate the element to make it visible. of course I have several things to understand: 1. how to locate the element to make it visible? 2. how to select the first option when start typing the name and select the first occurrence of the auto complete suggestion?",,,,,,3,"Comment voices confusion on how to locate and make an element visible","No",,,,"Yes",,"No","N/A",
53559269,93995439,"tupac shakur","Nov 30 '18 at 20:59:49",2,"OK , I tried things out and finally understood how to do it.
that was a good site to sharpen selenium webdriver skills!",,,,,,,,,,,,"No",,"No","N/A",
53559269,93996420,"tupac shakur","Nov 30 '18 at 21:41:20",3,"What I do try to do is after I finish my search for flights I want to be able to store all the search results into a list by using 'driver.findelements(By.xpath(""<STRING>"")'
How can I do it? 
@KunLun","[(3, ['findelements(By.xpath(""<STRING>"")', 'driver.findelements', '<STRING>', 'By.xpath', '\'driver.findelements(By.xpath(""<STRING>"")'])]","[(3, {'driver.findelements'})]","[(3, {'driver.findelements'})]","[(3, ['driver.findelements', 'By.xpath'])]",,3,"Comment is asking for information on how to do/use something and an edit was made to provide an example","Yes",3,,"No","No",3,"Yes","Yes","No"
53559269,94002356,"KunLun","Dec 01 '18 at 07:06:25",4,"@tupacshakur look at my new edit. If something is unclear and you want to talk about, you can leave a message on chat from link and I will answer when I can(just check it regularly). https://chat.stackoverflow.com/rooms/184544/room-for-kunlun-and-tupac-shakur",,,,,,,,,,,,"No",,"No","N/A",
53574609,94013937,"Viola","Dec 01 '18 at 20:42:02",1,"thank you, but it still doesn't work, what should I change in my Angular part to combine Dto model with my frontend? Erlier I use just Customer class.",,,,,,3,"Question author mentions the answer is still not working for them and an edit was made the incorporate the suggestions made in comment 2
","No",3,,,"No",3,"Yes","Yes","No"
53574609,94014009,"Chirdeep Tomar","Dec 01 '18 at 20:46:17",2,"You can not pass two arguments into a controller. Get rid of List<TicketDto> ticketDtos from the method postCustomer and construct the body from angular as the DTO","[(3, ['ticketDtos', '<TicketDto>', 'postCustomer', 'List<TicketDto>', 'TicketDto'])]","[(3, {'ticketDtos', '<TicketDto>', 'List<TicketDto>'})]","[(3, {'List<TicketDto>', '<TicketDto>', 'ticketDtos'})]","[(3, ['List<TicketDto>', 'ticketDtos', '<TicketDto>', 'TicketDto'])]","[(3, ['<TicketDto>', 'TicketDto', 'ticketDtos', 'List<TicketDto>'])]",3,"Comment provides the solution of how to answer comment 1 question","Yes",3,,,"No",3,"Yes","Yes","Yes"
53574609,94014361,"Yogen Rai","Dec 01 '18 at 21:08:23",3,"@ChirdeepTomar thank you so much man! I really lost my mind there! :)",,,,,,,,,,,,"No",,"No","N/A",
53574609,94014376,"Yogen Rai","Dec 01 '18 at 21:09:34",4,"@Viola please have look into this again, i have updated the answer! until and you pass correct dto from angular app, it should be fine! if you can't figure it out, post me your request body!",,,,,,,,,,,,"No",,"No","N/A",
53574609,94015303,"Viola","Dec 01 '18 at 22:13:54",5,"@YogenRai it work's only if I commented the part with `List<Ticket> tickets` in `CustomerServiceImpl`. So only `name` is saved, because saving `List<Ticket>` doesn't work for me. Here is my new question with Angular: https://stackoverflow.com/questions/53575487/how-to-combine-two-request-bodies-in-angular",,,,,,,,,,,,"No",,"No","N/A",
53574609,94015346,"Yogen Rai","Dec 01 '18 at 22:16:54",6,"@Viola you request body is not correct!! Your body should have username and list of ticketDtos!",,,,,,,,,,,,"No",,"No","N/A",
53574609,94015404,"Viola","Dec 01 '18 at 22:20:16",7,"@YogenRai can you please answer in my new question? thank you in advance :)",,,,,,,,,,,,"No",,"No","N/A",
276739,129104,"flesh","Nov 10 '08 at 00:45:22",1,"I was using OnBeforeUnload in order to return the user to the page, rather than actually allowing them to leave - onunload occurs after the page has unloaded surely?

Also, I cannot get your onunload function to work for some reason?","[(2, ['OnBefore'])]",,,,,2,"Comment mentions that they can not get the solution to work for them
","Yes",2,,"No","No",2,"Yes","Yes","No"
276739,225106,"jb.","Dec 30 '08 at 01:55:09",2,"I've found that the JQuery example of given at the end not to work in firefox. Stick with the simple way instead: window.onbeforeunload = function() {...}","[(3, ['onbeforeunload = function', 'function()', 'window.onbeforeunload'])]","[(3, {'window.onbeforeunload', 'onbeforeunload = function', 'onbeforeunload'})]","[(3, {'window.onbeforeunload', 'onbeforeunload', 'onbeforeunload = function'})]","[(3, ['onbeforeunload', 'onbeforeunload = function', 'window.onbeforeunload'])]","[(3, ['onbeforeunload = function'])]",,,,,,,"No",,"No","N/A",
276739,1170697,"ijw","Aug 26 '09 at 17:00:26",3,"I've gone with jb's solution, not least because the return value is significant; also, for newcomers to this, note that 'return;' in your event handler will make sure nothing pops up at all if you don't actually have any outstanding work to do or you can resolve it without talking to the user.","[(4, [""' in your event handler will make sure nothing pops up at all if you don'"", ""'ve gone with jb'""])]",,,,,,,,,,,"No",,"No","N/A",
276739,1988417,"tj111","Jan 13 '10 at 21:24:23",4,"Adding this comment mostly so google can relate mootools or other JS libraries with the post. It seems you have to use the straight JS method for this regardless of what library you are using. It may be possible, but not worth the hassle.",,,,,,,,,,,,"No",,"No","N/A",
276739,9221210,"David Hammond","Sep 29 '11 at 17:02:46",5,"Just a note that Firefox was recently changed so that the text in the dialog can't even be customized: https://bugzilla.mozilla.org/show_bug.cgi?id=588292",,,,,,,,,,,,"No",,"No","N/A",
276739,11782567,"Varun","Feb 17 '12 at 21:55:00",6,"But how does facebook provide a custom dialog box then? for example, go to the messages page, reply to your friend's message and then before clicking send, try clicking another link. you'll see a custom dialog popup",,,,,,,,,,,,"No",,"No","N/A",
276739,14972724,"Tabloo Quijico","Jul 06 '12 at 15:26:51",7,"@Varun - old news but Facebook are possibly putting handlers on the click event of all their anchors, but if you rewrite the URL in the browser or close the window, it reverts to the standard method which they have no control over.",,,,,,,,,,,,"No",,"No","N/A",
276739,26925262,"Sébastien Richer","Aug 20 '13 at 18:43:55",8,"@Varun I am also surprised that this answer that ways it'S impossible is flagged as the answer and have 150 upvotes... Just realized, FB's custom message is only available through links inside their site. Not if you simply navigate away...",,,,,,,,,,,,"No",,"No","N/A",
276739,69316521,"Parth Vora","Dec 09 '16 at 07:02:39",9,"Is there any way to completely get rid of that onbeforeunload dialogue? I mean if I reload the page, it just reloads the page without showing that popup.",,,,,,,,,,,,"No",,"No","N/A",
276739,79157605,"Mark Amery","Sep 07 '17 at 13:38:39",10,"*""a dialog box appears that gives users the option to stay on the current document and retain the string that was assigned to it""* - huh? This is incoherent nonsense, still uncorrected in the Microsoft docs a decade later. What does it mean for a user to ""retain a string""?",,,,,,,,,,,,"No",,"No","N/A",
389793,3894492,"Louis","Sep 12 '10 at 13:45:00",1,"My naming convention is to have a `$` in front. e.g. `var $allItems = ...`","[(3, ['allItems =', 'var $allItems = ...', '$', 'allItems', '$allItems'])]","[(3, {'allItems', '$allItems'})]","[(3, {'$allItems', 'allItems'})]","[(3, ['allItems', '$allItems'])]","[(3, ['allItems', '$allItems'])]",3,"Comment mentions naming convention that the edit is made to adopt","Yes",3,,"Yes (w/ editing)","No",3,"Yes","No","Yes (w/ editing)"
389793,4529698,"Daniel Little","Nov 16 '10 at 03:11:58",2,"$Javascript isn't php stop with the $'s already","[(3, [""$'s"", '$Javascript'])]",,,,,,,,,,,"No",,"No","N/A",
389793,4771122,"Nathan Long","Dec 07 '10 at 18:29:57",3,"@Lavinski - I think the idea is that the `$` indicates that this is a jQuery object, which would make it easier to visually differentiate from other variables.","[(3, ['$', 'jQuery'])]",,,,,,,,,,,"No",,"No","N/A",
389793,9748687,"Nathan Long","Nov 01 '11 at 20:19:49",4,"@Louis - I have since adopted your convention, and will update my answer accordingly. :)",,,,,,,,,,,,"No",,"No","N/A",
389793,9863602,"daGrevis","Nov 08 '11 at 16:02:12",5,"I like this convention.",,,,,,,,,,,,"No",,"No","N/A",
2204253,2155087,"Jake","Feb 05 '10 at 00:27:58",1,"hmm.. How to know how many are checked in that checkbox array?",,,,,,2,"Comment is asking how to find how many checkboxes are checked and an edit shows how","No",2,,"No","No",2,"Yes","No","No"
2204253,2155098,"John Boker","Feb 05 '10 at 00:30:50",2,"just edited it to find the number checked.",,,,,,,,,,,,"No",,"No","N/A",
2204253,8785650,"Zubin","Sep 03 '11 at 13:37:09",3,"Another way is `$('#'+id).attr('checked')`, which is equivalent to `$('#' + id).is("":checked"")` but easier to remember IMO.","[(3, ['is("":checked"")', '$(\'#\' + id).is("":checked"")', ""$('#'+id).attr('checked')"", ""$('#'+id)"", ""attr('checked')"", "".attr('checked')"", ""$('#' + id)"", ""$('#'"", ""'checked'"", '.is("":checked"")'])]",,,,,,,,,,,"No",,"No","N/A",
2204253,12862971,"Joey Adams","Apr 07 '12 at 07:16:42",4,"@Zubin: Be careful with `.attr('checked')`. Its behavior changed in jQuery 1.6. It used to return `false` or `true`. Now it returns `undefined` or `""checked""`. `.is(':checked')` does not have this problem.","[(3, ["".is(':checked')"", 'false', ""attr('checked')"", ""is(':checked')"", 'jQuery', "".attr('checked')"", 'undefined', '""checked""', 'true', ""'checked'""])]",,,,,,,,,,,"No",,"No","N/A",
2204253,22897828,"Mike_OBrien","Apr 16 '13 at 21:08:45",5,"@John Boker: sorry for the necro comment but, why is it that `$('.ClassName').is(':checked')` doesn't seem to work but `$('#' + id).is("":checked"")` does? aside from the fact that one looks up by id and one by classname.","[(3, ['is("":checked"")', '$(\'#\' + id).is("":checked"")', ""is(':checked')"", 'ClassName', ""$('.ClassName').is(':checked')"", ""$('#' + id)"", ""$('#'"", '.is("":checked"")'])]",,,,,,,,,,,"No",,"No","N/A",
2204253,22920184,"John Boker","Apr 17 '13 at 12:59:39",6,"@Mike_OBrien The problem could be that there is more than one checkbox with that class name. The is(':checked') really only works on one element.","[(3, ['_OBrien', ""is(':checked')""])]",,,,,,,,,,,"No",,"No","N/A",
2204253,22964671,"Mike_OBrien","Apr 18 '13 at 14:50:19",7,"@John Boker: So if I know there will only ever be one element with a particular class name would treating the return from the class selector like an array work? meaning do something like: `$('.ClassName')[0].is(':checked')`?","[(3, ['ClassName', "".is(':checked')"", ""$('.ClassName')[0].is(':checked')"", ""$('.ClassName')"", ""is(':checked')""])]",,,,,,,,,,,"No",,"No","N/A",
2204253,22972341,"John Boker","Apr 18 '13 at 18:38:01",8,"@Mike_OBrien Yes, but to get that one checkbox you'll have to do something like I have here http://jsfiddle.net/hYG4P/","[(3, ['_OBrien'])]",,,,,,,,,,,"No",,"No","N/A",
2204253,25538781,"JM4","Jul 09 '13 at 19:14:20",9,"Note: size() has been deprecated since jQuery 1.8 - use .length instead","[(3, ['jQuery', 'size()'])]","[(3, {'size()'})]","[(3, {'size()'})]","[(3, ['size()'])]","[(3, ['size()'])]",3,"Mentions current solution is using a deprecated api which is then updated ","Yes",3,,"Yes","No",3,"Yes","No","Yes"
2204253,57961212,"Asle","Jan 31 '16 at 22:27:09",10,"I agree with @Zubin about `.attr('checked')` since that will not work when testing `if($(this).attr('checked'))`but `if($(this).is("":checked""))` will work since it returns `true` or `false` . I had struggled with that on some old code where I upgraded jQuery version. This works fine now on jQuery 1.10.","[(5, ['is("":checked""))', ""attr('checked'))"", 'if($(this)', 'false', ""attr('checked')"", '1.10', 'true', ""$(this).attr('checked'))"", 'jQuery', ""if($(this).attr('checked'))"", 'if($(this).is("":checked""))', "".attr('checked')"", '$(this).is("":checked""))', ""'checked'""])]",,,,,,,,,,,"No",,"No","N/A",
2204253,64377108,"nbi","Jul 20 '16 at 18:01:18",11,"$('#'+id).prop('checked') will return either true or false.",,,,,,,,,,,,"No",,"No","N/A",
2204253,93842298,"Rich Davis","Nov 26 '18 at 17:38:50",12,"Gotta love easy answers like this one!",,,,,,,,,,,,"No",,"No","N/A",
2204253,97305548,"Nathan","Mar 21 '19 at 19:33:20",13,"This worked for me and seems more elegant or at least straightforward than the accepted answer.",,,,,,,,,,,,"No",,"No","N/A",
10276157,13217569,"ori","Apr 23 '12 at 07:15:44",1,"Right. But for easier maintenance I would add click event handlers to all `td a`s that might be disabled, which will call `event.preventDefault()` if `$(this).data('disabled')` is true, and then set `data('disabled', true)` to any link I want to disable (false to enable, etc.)","[(2, [""data('disabled', true)"", 'event.preventDefault()', 'event.preventDefault', 'preventDefault', 'preventDefault()', 'td a', ""$(this).data('disabled')"", ""'disabled'"", ""data('disabled')""])]","[(2, {'preventDefault()', 'preventDefault'})]","[(2, {'preventDefault', 'preventDefault()'})]","[(2, ['preventDefault()', 'preventDefault'])]","[(2, [""$(this).data('disabled')"", 'preventDefault', ""'disabled'""])]",2,"Comment mentions what improvements they would do to make the answer more maintainable","Yes",,,,"Yes",,"No","N/A",
10276157,13217836,"Adriano Repetti","Apr 23 '12 at 07:31:01",2,"@ori Yes, good solution!",,,,,,,,,,,,"No",,"No","N/A",
10276157,13218665,"Ankit","Apr 23 '12 at 08:12:50",3,"I have to show the link as disabled also. Its not just that the click should not work. It should show it disabled. Anchor tag is displayed disabled on IE but not on firefox.",,,,,,4,"Comment mentions an additional requirement that causes an edit to be made to add css","Yes",,,,"Yes",,"No","N/A",
10276157,13219640,"Adriano Repetti","Apr 23 '12 at 08:59:20",4,"@Ankit For appearance you have CSS! Set-up a rule for 'disabled' links like this a[disabled] { color: gray }","[(2, [""'disabled'""])]",,,,,,,,,,,"No",,"No","No",
10276157,41699112,"aug","Oct 23 '14 at 20:16:32",5,"Quick update on [browser-support](http://caniuse.com/#feat=pointer-events). Note even though IE11 supports pointer-events, there is a small tidbit that says it doesn't work on links :(...",,,,,,,,,,,,"No",,"No","N/A",
10276157,44962564,"Dave Stewart","Feb 03 '15 at 18:05:44",6,"`$(this).is('[disabled]')` might be a nicer way to detect the disabled attribute","[(11, [""$(this).is('[disabled]')"", ""is('[disabled]')""])]",,,,,11,"Comment mentions another way that is more elegant than the current solution and an edit was made to follow the suggestion","Yes",,,,"Yes",,"No","N/A",
10276157,44973406,"Adriano Repetti","Feb 04 '15 at 00:23:02",7,"@DaveStewart pretty right, thanks!",,,,,,,,,,,,"No",,"No","No",
10276157,45015832,"Dave Stewart","Feb 05 '15 at 01:23:48",8,"Thanks to you too @adriano-repetti, this helped me out this week in building a pretty awesome filtering system :)",,,,,,,,,,,,"No",,"No","N/A",
10276157,61371277,"ToolmakerSteve","Apr 28 '16 at 01:34:26",9,"IMHO, now that four years have passed, if one doesn't care about older IE browsers, @Ankit's solution is preferable (put the CSS on an element that IE 11 supports pointer-events for, instead of putting it directly on `a` )","[(14, ['a'])]",,,,,,,,,,,"No",,"No","N/A",
10276157,61390717,"Adriano Repetti","Apr 28 '16 at 12:14:39",10,"@ToolmakerSteve IE11 still does NOT support pointer-events for links then you still need some workaround. Moreover pointer-events doesn't _disable_ keyboard events (then link is still navigable) then you also need some JavaScript.","[(15, ['JavaScript'])]",,,,,,,,,,,"No",,"No","N/A",
10276157,62892958,"Jon Crawford","Jun 08 '16 at 17:50:58",11,"You can disable in a portable way! same way lightbox does it!!!! See my answer below! And is is fully cross-browser!!",,,,,,,,,,,,"No",,"No","N/A",
10276157,62894377,"Adriano Repetti","Jun 08 '16 at 18:30:23",12,"Jon, I don't like it much. First of all because keyboard navigation still works. Second because it's a trick (them it may be useful only if nothing else works). Third because some people keep Javascript disabled and in this case you don't have any ""level"" of protection. Fourth because it's the most complicate solution here (when few Javascript lines may work)",,,,,,,,,,,,"No",,"No","N/A",
10276157,62900056,"kross","Jun 08 '16 at 21:28:19",13,"I agree with @AdrianoRepetti. My answer below is essentially a codified version of what Adriano has presented. Adriano's methodology is considers all avenues and works well.",,,,,,,,,,,,"No",,"No","N/A",
10276157,62911385,"Adriano Repetti","Jun 09 '16 at 07:29:31",14,"@kross BTW I love your new implementation with ES6 class, concise and complete. I'm waiting for a wide ES6 support, too many exciting features.",,,,,,,,,,,,"No",,"No","N/A",
10276157,69158950,"Zoltán Tamási","Dec 05 '16 at 13:05:49",15,"In some cases the `click` event is already bound to some ""real"" function (for example using `knockoutjs`) In that case the event handler ordering can cause some troubles. Hence I implemented disabled links by binding a `return false` handler to the link's `touchstart`, `mousedown` and `keydown` events. I has some drawbacks (like it will prevent touch scrolling stared on the link), but it's acceptable for me.","[(19, ['mousedown', 'return false', 'click', 'touchstart', 'keydown', 'knockoutjs'])]",,,,,19,"Comment mentions a solution that works for them that is different than the answer. The edit adds this solution as another alternative","Yes",19,,"No","No",19,"Yes","Yes","No"
10276157,69160925,"Adriano Repetti","Dec 05 '16 at 13:56:48",16,"@zolt nice catch, if you do not mind I will integrate this in the answer linking back to your comment.",,,,,,,,,,,,"No",,"No","N/A",
10276157,69160996,"Zoltán Tamási","Dec 05 '16 at 13:58:29",17,"@AdrianoRepetti Of course, feel free.",,,,,,,,,,,,"No",,"No","No",
10276157,70316529,"dheeraj Kumar","Jan 09 '17 at 19:41:15",18,"thanks for help me @AdrianoRepetti",,,,,,,,,,,,"No",,"No","N/A",
10276157,76512491,"vee","Jun 26 '17 at 17:55:53",19,"add `pointer-events: none;` to the CSS and `cursor: not-allowed` or any cursor will not work.","[(21, ['cursor: not-allowed', 'pointer-events: none;'])]",,,,,20,"Comment mentions an addition that needs to be made to the answer and an edit was made to add it","Yes",,,,"Yes",,"No","N/A",
10971756,27166543,"Sasha Chedygov","Aug 28 '13 at 07:02:06",1,"In Angular 1.2, `ng-bind-html-unsafe` was removed and the two directives were combined. See: https://github.com/angular/angular.js/blob/master/CHANGELOG.md#120-rc1-spooky-giraffe-2013-08-13","[(3, ['ng-bind-html-unsafe'])]",,,,,3,"Comment mentions that as of a certain version an attribute was removed. An edit was made to make note of this","Yes",3,,"Yes","No",3,"Yes","No","Yes"
10971756,28528333,"Matsemann","Oct 09 '13 at 10:37:50",2,"Without using ngSanitize, it can be done now by using `$sce`. Inject it into the controller and pass the html through it. `$scope.thisCanBeusedInsideNgBindHtml = $sce.trustAsHtml(someHtmlVar);` Otherwise I kept getting `attempting to use an unsafe value in a safe context`","[(4, ['thisCanBeusedInsideNgBindHtml', 'attempting to use an unsafe value in a safe context', 'thisCanBeusedInsideNgBindHtml =', '$sce', 'trustAsHtml', 'sce.trustAsHtml', 'scope.thisCanBeusedInsideNgBindHtml', '$scope.thisCanBeusedInsideNgBindHtml', '$scope.thisCanBeusedInsideNgBindHtml = $sce.trustAsHtml(someHtmlVar);', '$sce.trustAsHtml(someHtmlVar)', '$sce.trustAsHtml(someHtmlVar);', 'someHtmlVar', 'trustAsHtml(someHtmlVar)', 'ngSanitize'])]","[(4, {'someHtmlVar', '$sce', 'trustAsHtml', 'thisCanBeusedInsideNgBindHtml', 'sce.trustAsHtml(someHtmlVar)', 'thisCanBeusedInsideNgBindHtml = ', 'trustAsHtml(someHtmlVar)', 'sce.trustAsHtml', 'scope.thisCanBeusedInsideNgBindHtml', '$scope'})]","[(4, {'$sce', '$scope', 'sce.trustAsHtml', 'trustAsHtml(someHtmlVar)', 'someHtmlVar', 'scope.thisCanBeusedInsideNgBindHtml', 'thisCanBeusedInsideNgBindHtml', 'trustAsHtml', 'sce.trustAsHtml(someHtmlVar)', 'thisCanBeusedInsideNgBindHtml = '})]","[(4, ['scope.thisCanBeusedInsideNgBindHtml', 'trustAsHtml', '$sce', 'thisCanBeusedInsideNgBindHtml', 'someHtmlVar', 'sce.trustAsHtml', 'sce.trustAsHtml(someHtmlVar)', '$scope', 'thisCanBeusedInsideNgBindHtml = ', 'trustAsHtml(someHtmlVar)'])]","[(4, ['$sce.trustAsHtml(someHtmlVar);', '$sce.trustAsHtml(someHtmlVar)', 'thisCanBeusedInsideNgBindHtml', 'trustAsHtml', '$scope.thisCanBeusedInsideNgBindHtml', 'someHtmlVar', 'thisCanBeusedInsideNgBindHtml ='])]",4,"Comment mentions another solution that fixed an error they were getting. An edit was made to make note of this","Yes",4,,"Yes","No",4,"Yes","No","Yes"
10971756,34096534,"landed","Mar 15 '14 at 11:15:56",3,"We need a bit of a cleanup here which is the right way nothing seems to be working for me.",,,,,,,,,,,,"No",,"No","N/A",
10971756,34481302,"anpatel","Mar 25 '14 at 16:23:26",4,"http://stackoverflow.com/questions/21829275/angular-js-shows-html-within-the-tag <-- worked for me :) none of the options in the answers here worked unfortunately",,,,,,,,,,,,"No",,"No","N/A",
10971756,34751581,"Eugene","Apr 01 '14 at 16:13:22",5,"What if html needs to be inserted into html tag attribute?",,,,,,,,,,,,"No",,"No","N/A",
10971756,38282486,"Ben Cull","Jul 11 '14 at 01:37:52",6,"Just so people aren't disheartened, the latest update of this answer, coupled with the ngSanitize requirement at the bottom of the answer, does in fact work.","[(4, ['ngSanitize'])]",,,,,,,,,,,"No",,"No","N/A",
10971756,40388182,"GôTô","Sep 12 '14 at 22:32:44",7,"Seriously? We need another lib for this to work??",,,,,,,,,,,,"No",,"No","N/A",
10971756,48816569,"Cherven","May 21 '15 at 00:30:46",8,"1) ng-bind-html and then 2) sce.trustAsHtml() .... Is there a way to do it in one step?","[(5, ['trustAsHtml()', 'trustAsHtml', 'sce.trustAsHtml', 'sce.trustAsHtml()'])]",,,,,,,,,,,"No",,"No","N/A",
10971756,50848199,"VSO","Jul 15 '15 at 19:29:25",9,"Thank you very much. This post saved me a lot of time. Just a note to not forget to include the dependencies, as shown here: https://docs.angularjs.org/api/ngSanitize/service/$sanitize",,,,,,,,,,,,"No",,"No","N/A",
10971756,52508562,"Dezmen Ceo Sykes","Aug 31 '15 at 17:32:48",10,"Soi what are the required steps to acheiveing the goal?",,,,,,,,,,,,"No",,"No","N/A",
10971756,56993385,"Eolis","Jan 06 '16 at 00:50:22",11,"used the $sce method and it worked great for me. don't forget to add ng-bind-html=""thisCanBeusedInsideNgBindHtml"" to your element to generate your content.",,,,,,,,,,,,"No",,"No","N/A",
10971756,57510285,"mpgn","Jan 19 '16 at 20:19:16",12,"Hello XSS :) be sure the content is trusted, not user input for example",,,,,,,,,,,,"No",,"No","N/A",
10971756,63884059,"Muhammad Umer","Jul 06 '16 at 18:30:10",13,"but it does override all existing html so not as useful as filter",,,,,,,,,,,,"No",,"No","N/A",
10971756,68799444,"Parshuram Kalvikatte","Nov 24 '16 at 14:11:02",14,"my $scope is not working inside html {{test}} any solution??",,,,,,,,,,,,"No",,"No","N/A",
10971756,74692252,"Juan","May 07 '17 at 02:41:38",15,"this works: <div [innerHtml]=""someVariableInTheScope""></div>",,,,,,,,,,,,"No",,"No","N/A",
10971756,88761613,"Rennish Joseph","Jun 15 '18 at 16:49:17",16,"ngSanitize option worked perfectly for me with Angularjs 1.6 version",,,,,,,,,,,,"No",,"No","N/A",
