QuestionId,AnswerId,CommentId,QuestionAuthor,AnswerAuthor,CommentAuthor,AnswerScore,Tags,CommentIndex,CommentDate,CommentScore,Comment,CommentGroups,HasEditsAfter,"EditGroups(EditIndex,MatchedGroups)",EditId,EditAuthor,EditDate,EditsByAuthor,EditsByOthers,"CommentMentions/Replies(MentionedUser,CommentAuthor)",Confirmed,Useful,Tangled,Category
17829150,17829520,26022008,user2613773,AnhSirk Dasarp,user2613773,1,<java><android>,1,2013-07-24 9:06:45,0,And now I need to place `mediaPlayer.reset();` before `setDataSource`?,"['setDataSource', 'mediaPlayer.reset();', 'mediaPlayer', 'reset()', 'mediaPlayer.reset()']",TRUE,"[(2, ['setDataSource', 'mediaPlayer.reset();', 'mediaPlayer', 'reset()', 'mediaPlayer.reset()'])]",44212914,AnhSirk Dasarp,2013-07-24 9:41:45,1,0,,1,0,0,Question
17831856,17831915,26026353,Gooey,gunar,Blackbelt,16,<android><bitmap>,1,2013-07-24 11:00:53,2,"decodeResource will return null, if options.inJustDecodeBounds = true; So you can omit the assignment `Bitmap bDrawable = BitmapFactory.de`. Also you answer is wrong. you have to get widht and heigh from options","['Bitmap bDrawable = BitmapFactory.de', 'BitmapFactory', 'inJustDecode', 'inJustDecodeBounds = true', 'decodeResource', 'bDrawable = BitmapFactory', 'bDrawable']",TRUE,"[(2, ['bDrawable = BitmapFactory', 'bDrawable'])]",44217512,gunar,2013-07-24 11:01:48,1,0,,1,1,0,Error
17861218,17861364,26077542,user2619180,musicnothing,None,4,<javascript><html>,1,2013-07-25 14:55:37,1,You probably mean `rows[i].onclick = doclick;` instead of `= doclick();`,"['onclick = doclick', 'doclick()', 'rows[i].onclick = doclick;', '= doclick();']",TRUE,"[(2, ['doclick()'])]",44297459,musicnothing,2013-07-25 14:58:07,1,0,,1,0,0,Correction
17867810,17867875,26089334,Eddie D.,Drew,Eddie D.,1,<php><regex>,1,2013-07-25 20:23:02,0,it worked but is there any way to no formatting again after resend the form? like `<b><b>UNITED STATES</b></b> test`,"['<b>', '<b><b>UNITED STATES</b></b> test', '</b>']",TRUE,"[(2, ['<b>', '</b>'])]",44315089,Casimir et Hippolyte,2013-07-25 20:25:33,0,1,,0,,,
17890464,17890507,26128112,Slicktopher,Ankit,Laf,0,<java>,1,2013-07-26 20:33:20,0,"`new preliminaryExams()` is wrong, `preliminaryExams` contains instances of `Exam`. I have upvoted to counter the downvote.","['preliminaryExams()', 'new preliminaryExams()', 'Exam', 'preliminaryExams']",TRUE,"[(2, ['preliminaryExams()', 'new preliminaryExams()', 'preliminaryExams'])]",44375194,Ankit,2013-07-26 20:35:11,1,0,,1,0,0,Error
17892093,17892107,26131150,SteveC,Jon Clements,SteveC,2,<python><regex>,1,2013-07-26 22:41:23,0,"Thanks! I didn't really quite understand ? in regexs, this was a great learning experience. Here's what I got to work

match = re.findall(r'<a.*?>(.*?)</a>', s)","['match = re', ""re.findall(r'<a.*?>(.*?)</a>', s)"", ""findall(r'<a.*?>(.*?)</a>', s)"", '</a>']",TRUE,"[(2, ['</a>'])]",44379975,Jon Clements,2013-07-26 22:54:35,1,0,,0,,,
17912975,17913039,26172616,retrohacker,FraserK,retrohacker,2,<java>,1,2013-07-29 3:36:31,0,atan2 returns radians. Needed to convert 90 to (Math.PI/2). Otherwise this worked! Thanks for the help mate. Between the answers you and Heuster provided I fully understood my folly!,['Math.PI'],TRUE,"[(2, ['Math.PI'])]",44451568,FraserK,2013-07-29 3:44:26,1,0,,1,1,0,Correction
12432553,17944769,72012017,user291701,Ali Imran,Biswatma,29,<android>,1,2017-02-24 8:19:05,1,"Do not use background attribute use >android:button=""@drawable/oragne_toggle_btn""","['button=""/oragne_toggle_btn""']",TRUE,"[(2, ['button=""/oragne_toggle_btn""'])]",151808241,Adam,2017-07-17 22:14:23,0,1,,1,1,0,Solution
17955453,17955511,26242251,elksie5000,Eiyrioü von Kauyf,Slater Victoroff,3,<python><api><flickr>,1,2013-07-30 19:19:39,0,Worth noting that __dict__ won't actually work in OP's situation since there's no direct import of the returned object.,"[""'t actually work in OP'"", '__dict__']",TRUE,"[(2, ['__dict__'])]",44560427,Eiyrioü von Kauyf,2013-07-30 19:23:04,1,0,,1,0,0,Disagree
17993734,17994028,26309577,lukeseager,Hein Andre Grønnestad,lukeseager,4,<php><wordpress><loops>,1,2013-08-01 12:37:17,0,"Yea just checked this, adding in 'taxonomy' => 'collection' to the $args doesn't seem to change anything","['$args', ""'taxonomy'"", ""'collection'""]",TRUE,"[(3, ['$args'])]",44665918,Hein Andre Grønnestad,2013-08-01 12:43:57,1,0,,0,,,
18048703,18048949,26431661,Yoni Levy,Zim-Zam O'Pootertoot,Yoni Levy,3,<java><multithreading>,1,2013-08-05 16:43:13,0,"that seems a bit weird making the thread sleep ""forever"". And the ThreadPoolExecutor accepts 1 BlockingQueue, when I have 2 BlockingQueues. How can 1 ThreadPoolExecutor handles the 2 queues? can you maybe suggest a solution using the synchronized mechanism? I know its outdated but maybe that way I could understand the topic better and work my way up from there.","['BlockingQueue', 'BlockingQueues', 'ThreadPool']",TRUE,"[(2, ['BlockingQueue', 'BlockingQueues'])]",44861718,Zim-Zam O'Pootertoot,2013-08-05 17:39:55,1,0,,1,0,0,Request
18054182,18054342,26416188,Mike Baxter,Mohammod Hossain,laalto,-2,<android><sqlite>,1,2013-08-05 9:17:33,0,This does not help. `cursor.getInt()` returns an `int` and when boxed in `Integer` it will always be non-`null`. Also `Integer` does not have `isNull()` method.,"['getInt', 'Integer', 'cursor.getInt()` returns an `int` and when boxed in `Integer` it will always be non-`null`. Also `Integer` does not have `isNull()', 'isNull', 'getInt()` returns an `int` and when boxed in `Integer` it will always be non-`null`. Also `Integer` does not have `isNull()', 'isNull()', 'cursor.getInt()', 'null', 'int']",TRUE,"[(3, ['getInt', 'cursor.getInt()'])]",44835166,Mohammod Hossain,2013-08-05 9:21:14,1,0,,1,0,0,Error
6215239,18078475,48018541,Lukap,Pawan Maheshwari,Kirill Popov,83,<android><android-fragments><android-activity>...,1,2015-04-29 15:58:38,5,@OliverPearmain if you will do it in onDetach() then there will no profit. You have to nullify it in onDestory(). Furthermore you have to hold it in WeakRefernce.,"['onDetach', 'onDestory', 'WeakRefernce', 'onDetach() then there will no profit. You have to nullify it in onDestory()']",TRUE,"[(2, ['onDetach'])]",171549628,Pawan Maheshwari,2018-04-18 11:22:17,1,0,,0,,,
18114138,18114286,30114741,Brock West,orlp,douggard,23,<python>,1,2013-11-25 16:48:19,0,"Did you mean range(1, n+1)?","['range(1, n+1)']",TRUE,"[(2, ['range(1, n+1)'])]",52279036,orlp,2013-11-25 22:58:34,1,0,,1,1,0,Correction
18140770,18140785,26568982,Mylon James Marcell,koala_dev,Mylon James Marcell,3,<php><javascript><jquery><ajax>,1,2013-08-09 6:44:54,0,"I passed date_time to the alert, and it returned the id perfectly. Not sure why it won't then pass to PHP. It really doesn't seem like there should be any problem...",['date_time'],TRUE,"[(5, ['date_time'])]",45106956,koala_dev,2013-08-09 7:23:52,2,0,,1,0,0,Error
18176025,18176414,26633316,Bob Last,codeMagic,Bob Last,0,<android><android-listview>,1,2013-08-11 23:05:20,0,I get an syntax error underneath `setOnItemClick` that says `The method setOnListItemClick(new AdapterView.OnItemClickListener(){}} is undefined for the type ListView`,"['ListView', 'AdapterView', 'setOnListItemClick(new AdapterView.OnItemClickListener()', 'setOnListItemClick', 'AdapterView.O', 'setOnItemClick', 'OnItemClickListener', 'setOnItem', 'The method setOnListItemClick(new AdapterView.OnItemClickListener(){}} is undefined for the type ListView']",TRUE,"[(2, ['ListView'])]",45212774,codeMagic,2013-08-12 2:12:36,1,0,,1,0,0,Error
18194862,18194951,26664140,minisurma,But I'm Not A Wrapper Class,asteri,1,<java><windows><loops><random><helper>,1,2013-08-12 19:27:09,1,May as well have `} while(!allQuestionComplete(done));` and save yourself a few lines of code.,"['} while(!allQuestionComplete(done));', 'while(!allQuestionComplete(done))', 'allQuestionComplete']",TRUE,"[(3, ['allQuestionComplete'])]",45258403,But I'm Not A Wrapper Class,2013-08-12 19:30:19,1,0,,0,,,
18243034,18243157,26749305,HUSTEN,Tobiel,HUSTEN,2,<java><android>,1,2013-08-14 22:25:35,0,sorry I don't have any code related to sharedPref except the 1st line to define `SharedPreferences sharedPref;`,"['sharedPref', 'SharedPreferences', 'SharedPreferences sharedPref;']",TRUE,"[(3, ['sharedPref', 'SharedPreferences'])]",45390537,Tobiel,2013-08-14 23:08:10,1,0,,0,,,
18256295,18266011,26819528,Jesper,Saullo G. P. Castro,Jesper,0,<python><sum><decimal>,1,2013-08-16 21:11:33,0,"BUt you HAVE TO pass it as a string, or so it says. And how can I get map( Decimal, old_list_with_strings_maybe ) with the float option?","['map( Decimal, old_list_with_strings_maybe )', 'old_list_with_strings_maybe']",TRUE,"[(2, ['map( Decimal, old_list_with_strings_maybe )', 'old_list_with_strings_maybe'])]",45526537,Saullo G. P. Castro,2013-08-17 17:46:59,1,0,,1,0,0,Request
18276946,18277576,26811169,Jacob Bridges,Viktor Kerkez,Jacob Bridges,2,<python><date><python-2.7><calendar>,1,2013-08-16 16:19:06,0,"Instead of storing the data as `{'week1' : 4}`, I need it stored like this: `{'week1' : (8/1/2013), (8/2/2013), etc}`.","[""{'week1' : 4}"", ""{'week1' : (8/1/2013), (8/2/2013), etc}"", ""'week1'""]",TRUE,"[(2, [""'week1'""])]",45484854,Viktor Kerkez,2013-08-16 16:31:09,1,0,,1,0,1,Disagree
18343854,18344018,26928044,user2692733,Ivan Hušnjak,user2692733,0,<php><mysql>,1,2013-08-20 20:10:48,0,getting message Column 'cat_ID' in where clause is ambiguous,"['cat_ID', ""'cat_ID'""]",TRUE,"[(3, ['cat_ID'])]",45671699,Ivan Hušnjak,2013-08-20 20:17:47,1,0,,1,0,0,Error
18365064,18365444,26965764,user2704807,kurtzmarc,user2704807,0,<java><android>,1,2013-08-21 19:19:28,0,"If that is the case, how can I accomplish the line:Test2 test = new Test2(); As I would have to have to use Test2's constructor: public Test2(ArrayList<ExtendedOverlayItem> somethingz) {","['ArrayList', '<ExtendedOverlayItem>', ""Test2(); As I would have to have to use Test2's constructor: public Test2(ArrayList<ExtendedOverlayItem> somethingz)"", 'ExtendedOverlay', 'ArrayList<ExtendedOverlayItem>', 'test = new Test2']",TRUE,"[(2, ['ArrayList', '<ExtendedOverlayItem>', 'ExtendedOverlay', 'ArrayList<ExtendedOverlayItem>'])]",45731376,kurtzmarc,2013-08-21 19:36:48,1,0,,1,0,0,Request
18374475,18374687,27211890,Questioner,Edward van Raak,Questioner,8,<android><android-intent><cordova>,1,2013-08-29 9:44:20,0,"Unfortunately, the WebIntent plugin is slightly out of date and does not work with Phonegap 2.9. At least, it [requires modifications that are beyond my ability to solve](http://stackoverflow.com/q/18503911/184108).If you know how to update it, or there is an alternative to WebIntent that will work with Phonegap 2.9, I'll award the 100 point bounty. `:)`","['WebIntent', ':)']",TRUE,"[(2, ['WebIntent'])]",46273796,Edward van Raak,2013-08-29 23:26:27,1,0,,1,0,0,Obsolete
18382540,18382681,26995010,Webbly Brown,Ron van der Heijden,Webbly Brown,2,<php>,1,2013-08-22 14:09:03,0,"That outputs: Download: <a href=""index.php?a=download&q=19"" target=""_blank"">dutty-mcmash.jpg</a>. as a single line of text in the email, how would I write it so it keeps the HTML too please?","['href=""index', 'q=19"" target', '</a>', 'a=download']",TRUE,"[(2, ['href=""index', '</a>', 'a=download'])]",45776426,Ron van der Heijden,2013-08-22 14:13:37,1,0,,1,0,0,Request
18402437,18403272,27055164,user2710900,MARK,user2710900,0,<android><json><facebook><facebook-graph-api>,1,2013-08-24 9:40:43,0,JSONObject arrfriends = json.getJSONObject(TAG_FRIENDS); gives me an error : ord.json.JSONException: no value for friends.,"['json.getJSONObject(TAG_FRIENDS)', 'json.JSONE', 'TAG_FRIENDS', 'JSONObject', 'arrfriends = json', 'getJSONObject', 'getJSONObject(TAG_FRIENDS)']",TRUE,"[(2, ['json.getJSONObject(TAG_FRIENDS)', 'TAG_FRIENDS', 'JSONObject', 'arrfriends = json', 'getJSONObject', 'getJSONObject(TAG_FRIENDS)'])]",45896210,MARK,2013-08-24 10:00:53,1,0,,0,,,
18442997,18443074,27099462,lainard,Ye Lin Aung,Vishal Vijay,0,<java><android>,1,2013-08-26 11:32:55,0,Here `this` won't work because current object is `OnClickListener` change to `getApplicationContext`,"['this', 'OnClick', 'OnClickListener', 'getApplicationContext']",TRUE,"[(2, ['getApplicationContext'])]",45993405,Ye Lin Aung,2013-08-26 11:43:33,1,0,,1,1,0,Correction
18442550,18443615,27182703,eegloo,Milan,eegloo,1,<javascript><jquery><canvas><3d><2d>,1,2013-08-28 14:29:54,0,"If I replace this :

x-=panX;

y-=panY;

With :

x-=panX * scaleValue;

y-=panY * scaleValue;

Then after zoom if I pan the canvas then able to drag images.
But While panning the canvas , images drawn on it are getting translate(Changing their position).","['x-=panX * scaleValue', 'panX', 'scaleValue', 'y-=panY', 'y-=panY * scaleValue', 'x-=panX', 'translate(Changing their position)', 'panY']",TRUE,"[(2, ['panX', 'scaleValue', 'panY'])]",46222749,Milan,2013-08-29 10:09:34,1,0,,1,0,0,Request
18492857,18493467,27187912,mike,mike,StormeHawke,0,<java><list><optimization><equals>,1,2013-08-28 16:34:18,0,"I could be wrong but I don't think this solution would be able to detect whether there is more than one of the same element in a List. I'd have to test but I think [1,1,2].containsAll([1,2]) would return true (pseudocode)","['containsAll([1,2]) would return true (pseudocode)', 'containsAll', '.containsAll([1,2]) would return true (pseudocode)']",TRUE,"[(2, ['containsAll'])]",46171207,mike,2013-08-28 16:40:01,1,0,,1,0,0,Flaw
18505017,18505187,27209610,Kirk,Luksprog,Kirk,1,<java><android>,1,2013-08-29 8:38:22,0,"@Luksprong I'm rather new to Android/Java programming and do not have experience with try-catch or throws. When I tried your solution in Eclipse I did notice that it pointed out those two possible resolutions- I tried both. When I tried the try/catch solution I received an error on the transaction.replace line stating that ""the local variable new_fragment has not been initialized"".",['new_fragment'],TRUE,"[(2, ['new_fragment'])]",46215981,Luksprog,2013-08-29 8:42:18,1,0,,1,0,0,Error
18510454,18518457,27299553,Tota,jrisch,Tota,0,<android><listview><android-sqlite><listactivity>,1,2013-09-01 9:11:59,0,"in this part holder = (RowViewHolder) ((View) v.getParent()).getTag();
 holder.tvOne.);","['tvOne', '((View) v.getParent()).getTag()', 'holder =', 'RowView', 'getParent', 'getTag', 'getParent()).getTag()']",TRUE,"[(3, ['tvOne'])]",46447281,jrisch,2013-09-02 9:36:25,1,0,,1,0,0,Error
18601000,18601061,27377616,user988129,Felipe Skinner,user988129,0,<javascript><jquery><ajax><onclicklistener>,1,2013-09-03 20:50:31,0,the parameters wont necessarily match the id though - the html generated may be listitem1 - function('34') listitem2 - function('2'). sorry to be a pain...,"[""'2'"", ""function('34') listitem2 - function('2')"", ""'34'""]",TRUE,"[(2, [""'2'"", ""'34'""])]",46558350,Felipe Skinner,2013-09-03 20:56:48,1,0,,1,0,0,Flaw
18635724,18635859,27436848,Readdeo,gunar,Readdeo,2,<android><service><android-asynctask>,1,2013-09-05 12:31:01,0,I dont find a way to make `myContextRef` work. What do i have to write to the service?,['myContextRef'],TRUE,"[(2, ['myContextRef'])]",46681739,gunar,2013-09-05 12:38:28,1,0,,1,0,0,Request
18653271,18653838,27468100,Prabha Vathi,Yup,Yup,1,<java><android>,1,2013-09-06 9:07:02,0,"do `Sysout(storedData)`, verify what you actually writtent in the file. If problem is there the you need to change there.","['Sysout(storedData)', 'storedData']",TRUE,"[(2, ['storedData'])]",47222740,anubhava,2013-09-13 13:29:09,0,1,"[('N/A', 'Yup')]",0,,,
18670761,18670979,27498870,u_pendra,Daniel L.,u_pendra,2,<android>,1,2013-09-07 7:56:10,0,"Yes they r using: paintBackground = new Paint();
 paintBackground.setColor(Color.rgb(20, 40, 60));
 paintBackground.setStrokeWidth(4);","['paintBackground.setStrokeWidth(4)', 'setStrokeWidth(4)', 'Paint()', 'paintBackground = new Paint', 'paintBackground.setColor(Color.rgb(20, 40, 60))', 'setColor', 'setStrokeWidth', 'paintBackground', 'setColor(Color.rgb(20, 40, 60))']",TRUE,"[(3, ['setColor', 'paintBackground'])]",46804943,Daniel L.,2013-09-07 8:16:41,1,0,,1,0,0,Other
18756831,18756993,27649198,Alex,ripa,Alex,1,<javascript><php>,1,2013-09-12 6:37:05,0,"I can this with : Present All <input type= 'checkbox' onclick='checkall(this)'</td>""; but it's select all radio button both right and left side.","['</td>', 'type=', 'checkall(this)', ""'checkall(this)"", ""'checkbox'""]",TRUE,"[(2, [""'checkbox'""])]",47117015,ripa,2013-09-12 6:54:05,1,0,,1,0,0,Error
18787355,18787645,85429872,user2776546,Hippocrates,user2776546,0,<javascript><jconsole><console.log>,1,2018-03-10 18:45:09,0,"Thanks mate. I have used this a few times and think there are two tweaks that make it better for the real world application. 
1) lowercase the L in `multiLog` so the function name is `multilog`. I have got confused a couple of times. 
2) replace the `console.log(toLog[i]);` to `console.log(toLog[i] + ' =>');` It just makes it a bit clearer when debugging","['multilog', ""console.log(toLog[i] + ' =>');"", 'console.log(toLog[i]);', 'toLog', 'multiLog', ""console.log(toLog[i]);` to `console.log(toLog[i] + ' =>')"", ""log(toLog[i]);` to `console.log(toLog[i] + ' =>')""]",TRUE,"[(2, [""console.log(toLog[i] + ' =>');"", 'console.log(toLog[i]);', 'multiLog'])]",194280139,Hippocrates,2019-03-23 22:27:37,1,0,,1,1,0,Flaw
18874080,18874276,27853989,user2766117,michaelward82,user2766117,0,<javascript><php><html><ajax><jquery>,1,2013-09-18 14:03:39,0,"When i use '$(""#tableDiv"").html('<center><img src=""images/loader.gif"" /></center>');'
it works fine... but when i add the $(""#tableDiv"").load(""regulatoryData.php"");
it starts to run and stops remaining freeze until the other page loads","['\'$(""#tableDiv"").html(\'<center><img src=""images/loader.gif"" /></center>\')', '$(""#tableDiv"").html(\'<center><img', '</center>', '<center>', 'src=""images/loader', '$(""#tableDiv"").load(""regulatoryData.php"");', 'tableDiv', 'regulatoryData', '$(""#tableDiv"").load(""regulatoryData.php"")', 'html(\'<center><img src=""images/loader.gif"" /></center>\')', 'load(""regulatoryData.php"")']",TRUE,"[(3, ['</center>', '<center>'])]",47535913,michaelward82,2013-09-18 14:23:41,2,0,,1,0,0,Request
18892168,18894906,27889858,Surendran Duraisamy,André Stannek,Surendran Duraisamy,0,<java><hibernate>,1,2013-09-19 12:56:04,0,"Sorry, there was a mismatch in @Column of AddressEntity. I have corrected the same in my question. I have ADDR_ID & ADDR_ZIP in my table which is mapped to AddressEntity(ID,ZIP). AddressEntity has only one primary key (ID_COL).","['ID_COL', 'ADDR_ID', 'ADDR_ZIP', 'AddressEntity(ID,ZIP). AddressEntity has only one primary key (ID_COL)', 'AddressEntity']",TRUE,"[(2, ['ID_COL', 'ADDR_ID', 'ADDR_ZIP'])]",47611081,André Stannek,2013-09-19 13:38:04,1,0,,1,0,0,Disagree
18929511,18931196,27954509,Brinda K,Anchit Mittal,Brinda K,0,<android><android-mediaplayer>,1,2013-09-21 12:06:45,0,"getting this error: 09-21 17:35:50.315: E/MediaPlayer(30342): java.io.FileNotFoundException: No content provider: http://tinysong.com/Phdj
09-21 17:35:58.293: E/MediaPlayer(30342): error (1, -2147483648)
09-21 17:35:58.333: E/MediaPlayer(30342): Error (1,-2147483648)","['MediaPlayer(30342)', 'io.F', 'MediaPlayer(30342): error (1, -2147483648)', 'MediaPlayer(30342): Error (1,-2147483648)', 'FileNotFoundException', 'MediaPlayer']",TRUE,"[(2, ['MediaPlayer'])]",47738720,Anchit Mittal,2013-09-21 12:11:56,1,0,,0,,,
19045527,19045774,28147060,Ourx,Prix,Ourx,3,<php><apache><.htaccess><mod-rewrite><redirect>,1,2013-09-27 8:35:39,0,"Sorry, also how can I allow the /index.php to load? Adding: RewriteCond %{REQUEST_URI} !^index.php [NC] to the conditions doesnt work for me. Any ideas?","['REQUEST_URI', 'RewriteCond']",TRUE,"[(4, ['RewriteCond'])]",48145859,Prix,2013-09-27 9:08:02,2,0,,1,0,0,Request
19097137,19097179,28233890,DemCodeLines,Joran Den Houting,DemCodeLines,0,<php><mysql><arrays><multidimensional-array>,1,2013-09-30 14:51:08,0,"`echo $hey['0']['0'];` prints just ""A"" without the warning, but I get ""Notice: Uninitialized string offset: 1"" if I do `echo $hey['0']['1'];` or `echo $hey['0']['2'];`","[""'2'"", ""'0'"", ""'1'"", ""echo $hey['0']['1'];"", ""echo $hey['0']['2'];"", ""$hey['0']['1'];"", ""$hey['0']['0'];"", ""$hey['0']['2'];"", ""echo $hey['0']['0'];""]",TRUE,"[(2, [""'2'"", ""'0'"", ""$hey['0']['1'];"", ""$hey['0']['0'];"", ""$hey['0']['2'];""])]",48330966,Joran Den Houting,2013-09-30 14:54:32,1,0,,1,0,0,Error
19098588,19098833,28236793,dev1234,dev1234,pNre,1,<php><string><numbers><zero>,1,2013-09-30 16:11:29,0,"try `$val = str_pad(sprintf(""%0.2f"", $str), 5, '0', STR_PAD_LEFT);` to get the leading 0","[""'0'"", '$val = str_pad(sprintf(""%0.2f"", $str), 5, \'0\', STR_PAD_LEFT);', 'STR_PAD_', 'val = str_pad', 'str_pad', '$val', '$str),', 'str_pad(sprintf(""%0.2f"", $str), 5, \'0\', STR_PAD_LEFT)', 'STR_PAD_LEFT']",TRUE,"[(4, [""'0'"", '$val = str_pad(sprintf(""%0.2f"", $str), 5, \'0\', STR_PAD_LEFT);', 'STR_PAD_', 'val = str_pad', 'str_pad', '$str),', 'str_pad(sprintf(""%0.2f"", $str), 5, \'0\', STR_PAD_LEFT)', 'STR_PAD_LEFT'])]",48336784,dev1234,2013-09-30 16:14:02,1,2,,1,1,0,Correction
19120171,19120443,28274371,Kieran,Emmanuel,Kieran,3,<java><android><nullpointerexception><runtimee...,1,2013-10-01 16:05:53,0,"Ok, thanks. I had to use `ViewGroup vg = (ViewGroup) GameView.this.getParent();
 View v = inflater.inflate(R.layout.activity_game, vg, true);`. 

One final question: on line 66 of GameActivity (`game = new GameView(this, 2);`), what is the AttributeSet object I pass in supposed to be comprised of?","['GameView(this, 2);`)', 'GameView.this.getParent()', 'v = inflater', 'AttributeSet', 'GameActivity', 'getParent()', 'ViewGroup', 'game = new GameView', 'getParent', 'GameView', 'game = new GameView(this, 2);', 'inflate(R.layout.activity_game, vg, true)', 'vg =', 'inflater.inflate(R.layout.activity_game, vg, true)']",TRUE,"[(3, ['getParent()', 'ViewGroup', 'getParent', 'GameView'])]",48414378,Emmanuel,2013-10-01 16:09:36,1,0,,1,0,0,Question
19170011,19170570,28386877,localhost,ianhanniballake,localhost,4,<java><android><drawerlayout>,1,2013-10-04 16:26:57,0,mDrawerToggle.onOptionsItemSelected(item) is returning false.,"['mDrawerToggle', 'onOptionsItem', 'onOptionsItemSelected(item)', 'mDrawerToggle.onOptionsItemSelected(item)']",TRUE,"[(2, ['onOptionsItem'])]",48646812,ianhanniballake,2013-10-04 16:56:24,1,0,,1,0,0,Error
19174964,19175086,28368822,prince_sachdeva,Sanket Shah,prince_sachdeva,2,<android><launcher>,1,2013-10-04 7:16:38,0,I want to get the Application name from the PackageInfo object,['PackageInfo'],TRUE,"[(4, ['PackageInfo'])]",48608935,Sanket Shah,2013-10-04 7:42:36,2,0,,0,,,
19200107,19200180,28411174,Hai Tien,Royi Namir,nnnnnn,2,<javascript><html>,1,2013-10-05 17:07:00,0,It should be `if (!('ab' in window))`.,"[""if (!('ab' in window))"", ""'ab'""]",TRUE,"[(4, [""'ab'""])]",48698916,Royi Namir,2013-10-05 17:12:26,1,0,,1,1,0,Correction
19263000,19263216,28518461,user2741700,Portland Runner,user2741700,0,<php><phpexcel>,1,2013-10-09 4:37:00,0,Thank you for your answer but I get the error message : Fatal error: Call to undefined method PHPExcel::setLoadAllSheets(),"['setLoadAll', 'setLoadAllSheets()']",TRUE,"[(2, ['setLoadAll', 'setLoadAllSheets()'])]",48921745,Portland Runner,2013-10-09 4:42:55,1,0,,1,0,0,Error
19269023,19269519,28528231,Vigbyor,Alex Cabrera,Vigbyor,1,<android><alarmmanager>,1,2013-10-09 10:34:31,0,"BroadCastAlarm.java is only a service that display Toast message , I tried PendingIntent.FLAG_UPDATE_CURRENT but result is same.","['PendingIntent', 'BroadCast', 'PendingIntent.FLAG', 'PendingIntent.FLAG_UPDATE_CURRENT', 'FLAG_UPDATE_']",TRUE,"[(2, ['BroadCast'])]",48943393,Alex Cabrera,2013-10-09 10:39:18,1,0,,1,0,0,Disagree
19345574,19345640,28661319,Asad Ali Bhatti,ssantos,Asad Ali Bhatti,0,<java><android><multithreading><bitmap>,1,2013-10-13 13:26:32,0,Error is runOnUiThread is undefined for type AnimationHelperThread,"['AnimationHelper', 'runOnUi']",TRUE,"[(2, ['AnimationHelper'])]",49217180,ssantos,2013-10-13 13:50:20,1,0,,1,0,0,Error
19381185,19383046,28729273,user2707175,bofredo,user2707175,4,<java><android><android-layout>,1,2013-10-15 15:25:37,0,"I tried also to add ""view.setOnClickListener(this);"" in my ""public View onCreateView(LayoutInflater inflater, ViewGroup container, Bundle savedInstanceState) {"". No way. Still it doesn't work. :(","['setOnClickListener(this);"" in my ""public View onCreateView(LayoutInflater inflater, ViewGroup container, Bundle savedInstanceState)', 'ViewGroup', 'onCreateView', 'savedInstanceState', 'setOnClick', '""view.setOnClickListener(this);"" in my ""public View onCreateView(LayoutInflater inflater, ViewGroup container, Bundle savedInstanceState)', 'LayoutInflater']",TRUE,"[(3, ['setOnClick'])]",49356251,bofredo,2013-10-15 15:28:29,1,0,,1,0,0,Error
19443332,19443594,28831263,None,user10,None,3,<php><jquery><ajax>,1,2013-10-18 8:28:13,0,"@user10 - Page is displaying blank. I put else in you php code and noticed that else part is executing which means isset($_GET[""count""]) is not working in your code. Can you look into it?","['$_GET[""count""])', '_GET', 'isset($_GET[""count""])']",TRUE,"[(3, ['$_GET[""count""])', '_GET', 'isset($_GET[""count""])'])]",49570734,user10,2013-10-18 8:54:00,1,0,,1,0,0,Error
19453813,19457772,28998416,jasenmp,Joe DeRose,jasenmp,0,<javascript><jquery><html>,1,2013-10-23 14:15:47,0,"Oh yes, for sure Joe. What I'm saying is let's say my portfolio link is <a href=""#portfolio"">Portfolio</a> when you first load up the website. The window load function kicks in so <div id=""#portfolio""> is now <div id=""#portfolio9999""> which doesn't match the linked anchor. Does that make any sense? Your answer is correct and it functions correctly. I appreciate that but I'm starting to wonder if I might be better off using the scrollTo plugin - unfortunately I haven't been able to confirm if it works with anchor links and I'll just end up running into the same issue.","['href=""', '</a>', 'id=""', 'scrollTo', ""'t been able to confirm if it works with anchor links and I'"", ""'m saying is let'""]",TRUE,"[(3, ['href=""', '</a>'])]",49924969,Joe DeRose,2013-10-23 14:27:45,1,0,,0,,,
19502418,19503164,28931326,pyus13,DroidT,pyus13,0,<android>,1,2013-10-21 20:01:27,0,there is no such method exist with name `getListAdapter()` in listview. I am using subclass of `SherlockActivity` for displaying the listview.,"['SherlockActivity', 'getListAdapter()', 'getListAdapter']",TRUE,"[(3, ['getListAdapter()', 'getListAdapter'])]",49788472,DroidT,2013-10-21 21:56:44,1,0,,1,1,0,Error
